Neighbourhood;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Has Availability;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Geolocation
Argüelles;Madrid;28008;Spain;40.42904109002299;-3.717766881740071;House;Entire home/apt;4;1.0;3.0;4.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;75.0;450.0;1081.0;500.0;;1;0;2;1125;;0;0;5;280;9;80.0;8.0;8.0;9.0;9.0;9.0;8.0;moderate;2.0;0.41;40.42904109,-3.71776688174
;Madrid;28004;Spain;40.42337602566691;-3.698878323282092;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials;;88.0;555.0;1800.0;200.0;40.0;2;20;2;1125;;6;25;45;294;37;85.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;40.0;1.03;40.4233760257,-3.69887832328
Arganzuela;Madrid;28012;Spain;40.40142424027135;-3.701429144835943;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials,Shampoo;;35.0;;;;10.0;1;0;2;1125;;0;0;0;0;18;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;0.59;40.4014242403,-3.70142914484
;Madrid;;Spain;40.405612266984434;-3.6947604611363376;House;Private room;2;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Hair dryer,Iron,Laptop friendly workspace;;35.0;;;;10.0;1;0;1;1125;;0;0;0;219;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;0.16;40.405612267,-3.69476046114
Trafalgar;Madrid;28010;Spain;40.42912908462026;-3.7021092178236654;Apartment;Entire home/apt;6;2.0;1.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron;;100.0;;;;;1;0;1;1125;;10;20;40;278;0;;;;;;;;flexible;15.0;;40.4291290846,-3.70210921782
Almenara;Madrid;28029;Spain;40.47268297342929;-3.692566145634737;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Pets live on this property,Washer,Dryer,First aid kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;30.0;;;100.0;;1;0;1;1125;;0;6;36;311;0;;;;;;;;strict;1.0;;40.4726829734,-3.69256614563
Malasaña;Madrid;28004;Spain;40.423391841050034;-3.7012929677849007;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;1130.0;500.0;;;;;3;5;2;999;;8;38;68;336;20;84.0;9.0;10.0;10.0;9.0;10.0;9.0;strict;8.0;0.52;40.4233918411,-3.70129296778
Cortes;Madrid;28014;Spain;40.412121155461584;-3.6948741519556303;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;80.0;560.0;1350.0;;;2;10;3;1125;;8;16;31;294;4;70.0;10.0;9.0;10.0;9.0;9.0;9.0;strict;18.0;0.14;40.4121211555,-3.69487415196
;Madrid;28006;Spain;40.42678999240107;-3.674863819420944;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;58.0;;;100.0;45.0;2;15;2;1125;;5;22;48;323;24;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.0;2.49;40.4267899924,-3.67486381942
Argüelles;Madrid;28008;Spain;40.429937604248394;-3.718824904478355;House;Private room;1;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;24.0;180.0;480.0;100.0;45.0;2;0;7;1125;;14;15;15;233;15;92.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;0.52;40.4299376042,-3.71882490448
Palacio;Madrid;28013;Spain;40.416211925271874;-3.712231471782289;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Shampoo;;25.0;300.0;;;;1;19;1;1125;;27;57;87;362;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;0.37;40.4162119253,-3.71223147178
Justicia;Madrid;28004;Spain;40.42442779384736;-3.699762332294792;Apartment;Entire home/apt;6;2.0;2.0;5.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;145.0;;;200.0;40.0;4;20;2;12;;5;15;27;105;16;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.0;0.87;40.4244277938,-3.69976233229
Almagro;Madrid;28010;Spain;40.43574035855413;-3.695894068320088;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;71.0;;;250.0;20.0;4;10;7;60;;0;5;12;43;0;;;;;;;;moderate;1.0;;40.4357403586,-3.69589406832
La Latina;Madrid;28005;Spain;40.41146103655819;-3.711847187970181;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;78.0;;;150.0;24.0;2;15;2;1125;;11;27;53;328;5;88.0;9.0;9.0;9.0;8.0;10.0;9.0;flexible;1.0;2.68;40.4114610366,-3.71184718797
;Madrid;28012;Spain;40.410339103880446;-3.7020488394020337;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;Wireless Internet,Kitchen,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;59.0;;;150.0;25.0;2;15;2;200;;8;29;49;324;4;80.0;9.0;10.0;10.0;10.0;10.0;8.0;strict;5.0;3.43;40.4103391039,-3.7020488394
;Madrid;28013;Spain;40.41807715883661;-3.703901955476444;Apartment;Entire home/apt;6;1.0;4.0;6.0;Real Bed;Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace;;100.0;;;100.0;25.0;1;0;2;1125;;14;35;61;181;18;98.0;10.0;9.0;10.0;10.0;10.0;9.0;flexible;1.0;2.98;40.4180771588,-3.70390195548
Ciudad Lineal;Madrid;28043;Spain;40.45263364934199;-3.6612723005583994;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;TV,Cable TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;85.0;;;175.0;20.0;1;0;2;1125;;0;4;34;213;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;0.35;40.4526336493,-3.66127230056
;Madrid;28020;Spain;40.46438326543938;-3.6927541112868503;Apartment;Private room;1;1.0;1.0;1.0;Pull-out Sofa;Internet,Wireless Internet,Kitchen,Smoking allowed,Pets live on this property,Dog(s),Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers;;45.0;;;;;1;0;3;15;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4643832654,-3.69275411129
Cuatro Caminos;Madrid;28020;Spain;40.454241659269506;-3.6921205100127663;Apartment;Entire home/apt;6;1.0;2.0;5.0;Pull-out Sofa;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;80.0;;1500.0;150.0;35.0;4;20;3;1125;;10;20;46;304;17;94.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.0;1.9;40.4542416593,-3.69212051001
;Madrid;28020;Spain;40.458104992153125;-3.696134868535149;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;24.0;;;;;1;0;2;1125;;0;2;32;307;1;100.0;10.0;10.0;10.0;10.0;8.0;8.0;flexible;2.0;0.48;40.4581049922,-3.69613486854
Ciudad Lineal;Madrid;28017;Spain;40.43603171651141;-3.637851439019908;House;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Smoking allowed,Pets allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Hair dryer,Laptop friendly workspace;;50.0;360.0;1500.0;;;1;0;1;1125;;30;60;90;365;1;60.0;6.0;8.0;4.0;10.0;10.0;10.0;flexible;2.0;0.16;40.4360317165,-3.63785143902
Aluche;Madrid;28011;Spain;40.40455403700388;-3.754702430994669;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Shampoo;;30.0;;;;;1;15;2;30;;30;60;90;365;0;;;;;;;;moderate;1.0;;40.404554037,-3.75470243099
Pacifico;Madrid;28007;Spain;40.40329845921755;-3.674827609368805;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,First aid kit,Essentials,24-hour check-in,Hangers;;25.0;150.0;320.0;;;1;10;1;1125;;29;59;89;364;10;69.0;8.0;7.0;9.0;8.0;8.0;7.0;flexible;1.0;0.43;40.4032984592,-3.67482760937
Cortes;Madrid;28014;Spain;40.41340300259123;-3.6963810144223266;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace;;70.0;;;;;2;0;2;1125;;0;0;0;0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;0.39;40.4134030026,-3.69638101442
;Madrid;28043;Spain;40.457764965867774;-3.6571972875268233;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room;;30.0;;;150.0;;1;0;1;1125;;9;27;43;311;0;;;;;;;;strict;1.0;;40.4577649659,-3.65719728753
;Madrid;;Spain;40.42122688241425;-3.6841714905577376;Bed & Breakfast;Private room;1;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Breakfast,Heating,Smoke detector,Fire extinguisher,Essentials,24-hour check-in;;40.0;;;;;1;0;1;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4212268824,-3.68417149056
Embajadores;Madrid;28012;Spain;40.412117597199426;-3.705177781189341;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;120.0;;;200.0;70.0;3;10;2;1125;;13;27;54;315;1;80.0;10.0;10.0;8.0;10.0;8.0;8.0;strict;145.0;0.08;40.4121175972,-3.70517778119
Recoletos;Madrid;28006;Spain;40.42330314672748;-3.688824026869716;Apartment;Entire home/apt;5;2.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Smoke detector,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;130.0;;;;35.0;3;14;2;1125;;10;34;51;305;4;95.0;9.0;10.0;10.0;10.0;10.0;10.0;strict;6.0;1.9;40.4233031467,-3.68882402687
;Madrid;28004;Spain;40.427901184856985;-3.70529532520442;Apartment;Entire home/apt;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;100.0;;;250.0;;1;0;2;4;;2;2;3;94;0;;;;;;;;strict;1.0;;40.4279011849,-3.7052953252
Embajadores;Madrid;28012;Spain;40.41030367742322;-3.705352312259748;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;115.0;;;;40.0;1;0;2;1125;;15;39;60;335;17;99.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;1.43;40.4103036774,-3.70535231226
Cortes;Madrid;28014;Spain;40.41036775673123;-3.694541874865416;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;89.0;;;;;1;0;1;1125;;15;44;74;349;0;;;;;;;;flexible;29.0;;40.4103677567,-3.69454187487
Embajadores;Madrid;28012;Spain;40.41005798263137;-3.697738101825131;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;32.0;350.0;1100.0;;10.0;1;0;4;1125;;10;10;13;257;10;80.0;8.0;9.0;9.0;9.0;9.0;8.0;moderate;1.0;0.55;40.4100579826,-3.69773810183
;Madrid;28045;Spain;40.4023773788533;-3.701825423567403;Condominium;Private room;2;1.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;30.0;;;;;1;8;1;1125;;13;43;73;346;44;82.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;2.0;3.25;40.4023773789,-3.70182542357
Almagro;Madrid;28010;Spain;40.429312945130654;-3.694837611893908;Apartment;Entire home/apt;1;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;55.0;;;;14.0;1;0;2;1125;;7;31;49;139;17;93.0;9.0;9.0;10.0;10.0;10.0;10.0;flexible;2.0;1.85;40.4293129451,-3.69483761189
;Madrid;28039;Spain;40.46957629656765;-3.7158888915779817;House;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Hot tub,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo;;30.0;;;;;1;0;1;1125;;17;47;77;167;2;100.0;10.0;8.0;10.0;10.0;10.0;10.0;flexible;1.0;2.0;40.4695762966,-3.71588889158
La Chopera;Madrid;28045;Spain;40.39133336799499;-3.696410810106527;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;50.0;;;;15.0;1;0;1;20;;9;22;47;75;3;100.0;9.0;9.0;10.0;10.0;9.0;10.0;flexible;1.0;3.0;40.391333368,-3.69641081011
;Madrid;;Spain;40.39112709254528;-3.6558285870034752;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;;40.0;;;;;1;0;1;1125;;5;16;33;274;14;99.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;1.0;3.0;40.3911270925,-3.655828587
Puente de Vallecas;Madrid;28053;Spain;40.38972791265455;-3.668937160122409;House;Entire home/apt;3;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;40.0;150.0;400.0;100.0;10.0;1;10;1;1125;;0;0;0;0;5;96.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;2.0;0.38;40.3897279127,-3.66893716012
;Madrid;28019;Spain;40.39375945789283;-3.731361629333584;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;50.0;;;;;1;0;2;60;;0;6;36;311;0;;;;;;;;flexible;1.0;;40.3937594579,-3.73136162933
Embajadores;Madrid;28012;Spain;40.411449529324294;-3.702264147022041;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,Hair dryer,translation missing: en.hosting_amenity_50;;56.0;;;;25.0;1;0;1;1125;;16;24;48;49;0;;;;;;;;strict;9.0;;40.4114495293,-3.70226414702
Sol;Madrid;28012;Spain;40.41515719356404;-3.707310638370718;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;603.0;85.0;550.0;1600.0;100.0;55.0;2;15;3;1000;;1;8;17;221;129;94.0;9.0;9.0;9.0;10.0;10.0;9.0;strict;3.0;1.92;40.4151571936,-3.70731063837
;Madrid;28012;Spain;40.40922405254914;-3.6981545696522105;House;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Breakfast,Heating,Family/kid friendly,First aid kit,Shampoo,translation missing: en.hosting_amenity_49;;39.0;;;;;1;0;1;1125;;6;31;61;336;0;;;;;;;;flexible;2.0;;40.4092240525,-3.69815456965
;Madrid;28019;Spain;40.38843265242362;-3.7156178439102354;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;20.0;;;;;1;6;2;1125;;0;7;33;33;23;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;4.66;40.3884326524,-3.71561784391
La Chopera;Madrid;28045;Spain;40.39624775256162;-3.700240504744619;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace;;21.0;;;;;1;15;1;1125;;7;19;49;324;41;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;3.0;1.44;40.3962477526,-3.70024050474
Sol;Madrid;28005;Spain;40.41468037795449;-3.706820959568279;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;49.0;320.0;1350.0;;25.0;2;15;3;1125;;6;13;21;274;166;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.0;4.74;40.414680378,-3.70682095957
;Madrid;28004;Spain;40.42499117334815;-3.7039297642788034;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;60.0;;;250.0;20.0;1;0;2;1125;;11;25;40;285;6;100.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;1.0;2.86;40.4249911733,-3.70392976428
Moncloa;Madrid;28040;Spain;40.45189874393565;-3.716002292961041;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials;;30.0;;;;;1;0;1;1125;;0;0;0;0;0;;;;;;;;moderate;4.0;;40.4518987439,-3.71600229296
Malasaña;Madrid;28004;Spain;40.4206354057852;-3.705009056402536;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;;95.0;;;;20.0;1;0;1;1125;;6;17;31;293;9;93.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;3.0;4.35;40.4206354058,-3.7050090564
Justicia;Madrid;28004;Spain;40.42459115382856;-3.6963023503099097;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,First aid kit,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;30.0;;;100.0;15.0;1;0;1;1125;;0;0;0;0;0;;;;;;;;moderate;1.0;;40.4245911538,-3.69630235031
La Latina;Madrid;28005;Spain;40.40810388806828;-3.706808998374975;Condominium;Entire home/apt;2;1.0;0.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;380.0;1300.0;;;1;0;4;1125;;12;42;72;73;55;95.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;1.0;3.0;40.4081038881,-3.70680899837
;Madrid;28016;Spain;40.4602258346981;-3.680877640448348;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;28.0;;;;;1;0;2;1125;;7;37;51;72;5;92.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;3.75;40.4602258347,-3.68087764045
Malasaña;Madrid;28004;Spain;40.42483247473696;-3.704103656932164;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;47.0;;;;;1;0;2;1125;;18;48;78;353;0;;;;;;;;flexible;2.0;;40.4248324747,-3.70410365693
Trafalgar;Madrid;28010;Spain;40.435011764528646;-3.701178317800666;Apartment;Entire home/apt;8;2.0;3.0;6.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;140.0;;2900.0;200.0;60.0;2;10;2;1125;;0;7;19;294;4;93.0;9.0;9.0;8.0;9.0;10.0;9.0;strict;145.0;0.17;40.4350117645,-3.7011783178
Ciudad Lineal;Madrid;28027;Spain;40.43460646859593;-3.6481454729482743;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Iron;;60.0;340.0;1400.0;100.0;;3;15;2;60;;0;0;0;0;15;87.0;9.0;9.0;10.0;10.0;9.0;9.0;flexible;1.0;1.04;40.4346064686,-3.64814547295
;Madrid;28014;Spain;40.413877311650026;-3.694475081060674;Apartment;Entire home/apt;2;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Washer,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance;;60.0;;;;;1;0;4;10;;0;0;0;47;0;;;;;;;;flexible;1.0;;40.4138773117,-3.69447508106
Cortes;Madrid;28014;Spain;40.41318218586233;-3.695458621348592;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Pets allowed,Breakfast,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;18.0;;;;;1;0;1;1125;;4;12;22;22;102;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0;9.11;40.4131821859,-3.69545862135
